INCI name,EINECS/ELINCS number,Classification,Penalty,Functions,Other language,Other languages,Origin(s),Food additive,Chemical name
TRIPOTASSIUM EDTA,241-543-5,EDTA,"""Medium penalty"" in all categories.",['Chelating : Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products'],,,Synthetic,,
"TRIS(2,4-DI-TERT-BUTYLPHENYL) PHOSPHITE",,,"""Low penalty"" in all categories.",[],,,,,
TRIS(NONYLPHENYL)PHOSPHITE,247-759-6,Suspected endocrine disruptor,"""Strong penalty"" in all categories.","['Antioxidant : Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity']",,,,,
TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE,429-370-5,,"""Medium penalty"" in all categories.",['Uv absorber : Protects the cosmetic product from UV-light effects'],,,,,
TRIS-BHT MESITYLENE,216-971-0,,"""Medium penalty"" in all categories.","['Antioxidant : Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity']",,,,,
TRIS-BIPHENYL TRIAZINE,-,"UV chemical filter, Regulated","""Medium penalty"" in all categories.","['Stabilising : Improves ingredients or stability of the formula and shelf life', 'Uv absorber : Protects the cosmetic product from UV-light effects', 'Uv filter : Filters certain UV rays to protect the skin or hair from the harmful effects of these rays.']",,,,,
TRIS-HEA IPDI ISOCYANURATE TRIMER,,,"""Medium penalty"" in all categories.","['Film forming : Produces a continuous film on skin, hair or nails']",,,,,
TRISODIUM EDTA,205-758-8,EDTA,"""Medium penalty"" in all categories.",['Chelating : Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products'],,,Synthetic,,
TRISODIUM ETHYLENEDIAMINE DISUCCINATE,,,"""No penalty"" in all categories.",['Chelating : Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products'],,"Disuccinat de etilendiamină trisodic, Disuccinate d'éthylènediamine trisodique, Disuccinato de etilendiamina trisódica, Ethylendiamin disukcinát trisodný, Etilendiammina disuccinata trisodica, Etilenodiamina dissuccinato trissódico, Etyléndiamín disukcinát trisodný, Trinatrijev etilendiamin disukcinat, Trinatriumethyleendiaminedisuccinaat, Trinatriumethylendiamindisuccinat, Trinátrium-etilén-diamin diszzukcinát, Trisodowy etylenodiaminodibursztynian, Trisodyum Etilendiamin Disüksinat, Тринатриев етилендиамин дисукцинат, Тринатријум етилендиамин дисукцинат, ثلاثي إيثيلين ديامين ثنائي أكسيد الصوديوم, エチレンジアミン二コハク酸三ナトリウム, 트리소듐에틸렌디아민디숙시네이트",Synthetic,,
TRISODIUM HEDTA,205-381-9,EDTA,"""Medium penalty"" in all categories.",['Chelating : Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products'],,,Synthetic,,
TRISODIUM PHOSPHATE,231-509-8,,"""Low penalty"" in all categories.","['pH regulator : Stabilises the pH of cosmetics', 'Chelating : Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products']",Phosphate trisodique,,Synthetic,E339,
TRITICUM VULGARE BRAN EXTRACT,281-689-7,Gluten,"""Low penalty"" in all categories.","['Skin conditioning : Maintains skin in good condition', 'Skin protecting : Helps to avoid the harmful effects of external factors on the skin']",,"Buğday kepeği özütü, Búzakorpa kivonat, Ekstrakt pšeničnih mekinja, Ekstrakt z otrębów pszennych, Estratto di crusca di frumento, Extract de tarate de grau, Extracto de salvado de trigo, Extrait de son de blé, Extrakt z pšeničných otrub, Extrakt z pšeničných otrúb, Extrato de farelo de trigo, Tarwezemelen extract, Weizenkleie-Extrakt, Екстракт от пшенични трици, Екстракт пшеничних мекиња, תמצית סובין חיטה, مستخلص نخالة القمح, 小麦ふすまエキス, 밀기울 추출물",Vegetal,,
TRITICUM VULGARE GERM EXTRACT,281-689-7,Gluten,"""Low penalty"" in all categories.","['Skin conditioning : Maintains skin in good condition', 'Skin protecting : Helps to avoid the harmful effects of external factors on the skin']",,"Buğday tohumu özü, Búzacsíra kivonat, Ekstrakt pšeničnih klica, Ekstrakt z kiełków pszenicy, Estratto di germe di grano, Extract de germeni de grâu, Extracto de germen de trigo, Extrait de germe de blé, Extrakt z pšeničných klíčků, Extrato de gérmen de trigo, Tarwekiemextract, Výťažok z pšeničných klíčkov, Weizenkeim-Extrakt, Екстракт от пшеничен зародиш, Екстракт пшеничних клица, תמצית נבט חיטה, مستخلص جنين القمح, 小麦胚芽抽出物, 밀 배아 추출물",Vegetal,,
TRITICUM VULGARE GERM OIL,- / 281-689-7,"Gluten, Vegetable oil","""Low penalty"" in all categories.","['Emollient : Softens and smoothes the skin', 'Humectant : Maintains water content of a cosmetic both in its packaging and on the skin', 'Skin conditioning : Maintains skin in good condition']",,"Aceite de germen de trigo, Buğday tohumu yağı, Búzacsíra olaj, Huile de germe de blé, Olej z pšeničných klíčkov, Olej z pšeničných klíčků, Olej z zarodków pszenicy, Olio di germe di grano, Tarwekiemolie, Ulei de germeni de grau, Ulje pšeničnih klica, Weizenkeimöl, Óleo de gérmen de trigo, Масло от пшеничен зародиш, Уље пшеничних клица, שמן נבט חיטה, زيت جنين القمح, 小麦胚芽油, 밀 배아유",Vegetal,,
TRITICUM VULGARE SEED EXTRACT,281-689-7,Gluten,"""Low penalty"" in all categories.","['pH regulator : Stabilises the pH of cosmetics', 'Detangling : Reduces or eliminates hair interlacing due to alteration or damage to the hair surface and, therefore, helps combing', 'Skin conditioning : Maintains skin in good condition', 'Skin protecting : Helps to avoid the harmful effects of external factors on the skin']",,"Buğday tohumu özütü, Búzamag kivonat, Ekstrakt sjemena pšenice, Ekstrakt z nasion pszenicy, Estratto di semi di grano, Extract de semințe de grâu, Extracto de semilla de trigo, Extrait de graines de blé, Extrakt ze semen pšenice, Extrakt zo semien pšenice, Extrato de semente de trigo, Tarwezaad extract, Weizensamenextrakt, Екстракт от семена на пшеница, Екстракт семена пшенице, תמצית זרעי חיטה, مستخلص بذور القمح, 小麦種子エキス, 밀씨앗 추출물",Vegetal,,
TROMETHAMINE,201-064-4,Regulated,"""Low penalty"" in all categories.","['pH regulator : Stabilises the pH of cosmetics', 'Masking : Reduces or inhibits the odor or basic taste of the product']",,"Trometamin, Trometamina, Trometamín, Tromethamin, Trométhamine, trometamin, Трометамин, טרומתמין, تروميثامين, トロメタミン, 트로메타민",Synthetic,,
TUBER MAGNATUM EXTRACT,,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Beyaz trüf özütü, Ekstrakt bijelog tartufa, Ekstrakt z białej trufli, Estratto di tartufo bianco, Extract de trufe albe, Extracto de trufa blanca, Extrait de Truffe blanche, Extrakt z bielej hľuzovky, Extrakt z bílého lanýže, Extrato de trufa branca, Fehér szarvasgomba kivonat, Weißer Trüffelextrakt, Witte truffel extract, Екстракт белог тартуфа, Екстракт от бял трюфел, תמצית כמהין לבנה, مستخلص الكمأة البيضاء, 白トリュフエキス, 화이트 트러플 추출물",Vegetal,,
TURPENTINE,232-350-7 / 232-688-5 / -,"Allergen, Regulated","""Low penalty"" in all categories.",['Perfuming : Used for perfume and aromatic raw materials'],Térébenthine,,Vegetal,,
UBIQUINONE,206-147-9 / 215-668-0,,"""No penalty"" in all categories.","['Antioxidant : Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Skin conditioning : Maintains skin in good condition']",,"Co-enzym Q10, Coenzima Q10, Coenzym Q10, Koenzim Q10, Koenzym Q10, Koenzým Q10, Коензим Q10, Коензим К10, קואנזים Q10, أنزيم كيو 10, コエンザイムQ10, 코엔자임 Q10",Synthetic,,
ULTRAMARINES,215-111-1 / 215-711-3 / 235-811-0 / - / - / - / -,"Regulated, Hair dye","""Low penalty"" in all categories.",['Hair dyeing : Colors the hair'],,"Lazuriet (CI 77007), Lazurit (CI 77007), Lazurita (CI 77007), Lazuryt (CI 77007), Лазурит (CI 77007), Лазурит (ЦИ 77007), اللازورد (CI 77007), ラズライト (CI 77007), 라주라이트(CI 77007)",Mineral,,
UNDARIA PINNATIFIDA EXTRACT,,,"""No penalty"" in all categories.","['Skin conditioning : Maintains skin in good condition', 'Skin protecting : Helps to avoid the harmful effects of external factors on the skin']",,"Alga kivonat, Algenextract, Algenextrakt, Ekstrakt algi, Ekstrakt z alg, Estratto di alghe, Extract de alge, Extracto de algas, Extrait de Wakame (Fougère des mers), Extrakt z řas, Extrato de algas, Výťažok z rias, Yosun özütü, Екстракт алги, Екстракт от водорасли, תמצית אצות, مستخلص الطحالب, 藻類エキス, 조류 추출물",,,
UNDECYLENAMIDOPROPYL BETAINE,308-783-3,"Quaternary ammonium cation, Amphoteric surfactant","""No penalty"" in all categories.","['Antistatic : Reduces static electricity by neutralizing electrical charge on a surface', 'Cleansing : Helps to keep a clean surface', 'Foam boosting : Improves the quality of the foam produced by increasing one or more of the following properties: volume, texture and/or stability', 'Hair conditioning : Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning : Maintains skin in good condition', 'Surfactant : Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used', 'Viscosity controlling : Increases or decreases the viscosity of cosmetics']",,,,,
UNDECYLENIC ACID,203-965-8,"Regulated, Preservative","""Low penalty"" in all categories.","['Antimicrobial : Helps slowing the growth of micro-organisms on the skin and counteracts the development of microbes', 'Emulsifying : Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Masking : Reduces or inhibits the odor or basic taste of the product', 'Preservative : Inhibits the development of microorganisms in cosmetic products.', 'Surfactant : Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",,,,,
UREA,200-315-5,,"""No penalty"" in all categories.","['Antistatic : Reduces static electricity by neutralizing electrical charge on a surface', 'pH regulator : Stabilises the pH of cosmetics', 'Humectant : Maintains water content of a cosmetic both in its packaging and on the skin', 'Skin conditioning : Maintains skin in good condition']",,"Harnstoff, Karbamid, Mocznik, Močovina, Uree, Ureum, Urée, Uréia, Üre, Уреа, Урея, אוריאה, اليوريا, 尿素, 우레아",Synthetic,E927b,
URTICA DIOICA EXTRACT,281-685-5,,"""No penalty"" in all categories.","['Anti dandruff : Helps fight against dandruff', 'Astringent : Helps tighten skin pores', 'Hair conditioning : Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning : Maintains skin in good condition', 'Soothing : Helps to reduce the skin or scalp discomfort', 'Tonic : Produces a feeling of well-being on skin and hair']",,"Brandnetel extract, Brennnesselextrakt, Csalán kivonat, Ekstrakt koprive, Ekstrakt z pokrzywy, Estratto di ortica, Extract de urzica, Extracto de ortiga, Extrait d'ortie, Extrakt z kopřivy, Extrakt zo žihľavy, Extrato de urtiga, Isırgan otu özütü, Екстракт коприве, Екстракт от коприва, תמצית סרפד, مستخلص نبات القراص, イラクサエキス, 쐐기풀 추출물",Vegetal,,
URTICA DIOICA LEAF EXTRACT,281-685-5,,"""No penalty"" in all categories.",['Skin conditioning : Maintains skin in good condition'],,"Brandnetel extract, Brennnesselextrakt, Csalán kivonat, Ekstrakt koprive, Ekstrakt z pokrzywy, Estratto di ortica, Extract de urzica, Extracto de ortiga, Extrait d'ortie, Extrakt z kopřivy, Extrakt zo žihľavy, Extrato de urtiga, Isırgan otu özütü, Екстракт коприве, Екстракт от коприва, תמצית סרפד, مستخلص نبات القراص, イラクサエキス, 쐐기풀 추출물",Vegetal,,
VA/CROTONATES/VINYL NEODECANOATE COPOLYMER,,Synthetic polymer,"""Medium penalty"" in all categories.","['Antistatic : Reduces static electricity by neutralizing electrical charge on a surface', 'Film forming : Produces a continuous film on skin, hair or nails', 'Hair fixing : Allows hair style control']",,,Synthetic,,
VACCINIUM ANGUSTIFOLIUM FRUIT EXTRACT,-,,"""No penalty"" in all categories.","['Skin protecting : Helps to avoid the harmful effects of external factors on the skin', 'Soothing : Helps to reduce the skin or scalp discomfort']",,"Blauwe bessen fruitextract, Ekstrakt ploda borovnice, Ekstrakt z owoców borówki, Estratto di mirtillo, Extract de fructe de afine, Extracto de arándano, Extrait de myrtille, Extrato de mirtilo, Heidelbeerextrakt, Výtažek z borůvek, Výťažok z čučoriedkového ovocia, Yaban mersini meyve özütü, Áfonya gyümölcs kivonat, Екстракт плода боровнице, Плодов екстракт от боровинки, תמצית פירות אוכמניות, مستخلص فاكهة التوت الأزرق, ブルーベリー果実エキス, 블루베리 과일 추출물",Vegetal,,
VACCINIUM CORYMBOSUM SEED OIL,-,Vegetable oil,"""No penalty"" in all categories.","['Antioxidant : Inhibits reactions favored by oxygen, thus avoiding oxidation and rancidity', 'Emollient : Softens and smoothes the skin']",,"Aceite de semilla de arándano, Blauwe bessen zaadolie, Heidelbeersamenöl, Huile de graines de Myrtille arbustive, Olej z nasion borówki, Olej z čučoriedkových semien, Olej ze semen borůvek, Olio di semi di mirtillo, Ulei de semințe de afine, Ulje sjemenki borovnice, Yaban mersini çekirdeği yağı, Áfonyamag olaj, Óleo de semente de mirtilo, Масло от боровинкови семена, Уље семена боровнице, שמן זרעי אוכמניות, زيت بذور التوت الأزرق, ブルーベリー種子油, 블루베리씨드오일",,,
